"exper" "male" "school" "wage" "region"
8 0 14 9.67085742950439 "North"
11 0 12 6.72098588943481 "Center"
8 0 14 7.10095977783203 "South"
9 0 14 10.7956390380859 "South"
9 0 14 9.27416515350342 "South"
8 0 12 4.07833433151245 "South"
10 0 12 5.81822633743286 "Center"
7 0 14 7.13498306274414 "South"
10 0 12 3.89964914321899 "Center"
8 0 14 8.84642601013184 "South"
11 0 12 4.28711414337158 "North"
9 0 14 20.9981098175049 "North"
9 0 14 6.63029050827026 "North"
3 0 15 3.98089170455933 "South"
6 0 12 2.69510293006897 "North"
8 0 14 7.6555609703064 "South"
10 0 12 6.84884595870972 "South"
11 0 12 5.57324838638306 "Center"
9 0 12 0.668706238269806 "North"
11 0 12 5.25313568115234 "Center"
8 0 14 8.08205223083496 "Center"
9 0 12 3.34580779075623 "South"
10 0 12 10.1481027603149 "North"
10 0 12 7.34933853149414 "Center"
12 0 7 3.06222438812256 "South"
11 0 12 2.92922019958496 "North"
8 0 12 4.15884208679199 "Center"
11 0 12 7.12995529174805 "Center"
7 0 14 5.3895149230957 "South"
7 0 12 1.0919017791748 "North"
9 0 14 4.59333658218384 "North"
10 0 12 5.0526704788208 "South"
14 0 7 3.14508962631226 "North"
10 0 9 4.63914918899536 "North"
7 0 14 6.12444877624512 "South"
8 0 13 30.8621711730957 "South"
7 0 14 9.18667316436768 "South"
7 0 15 10.3131914138794 "North"
8 0 13 6.73689365386963 "North"
7 0 13 7.6963906288147 "South"
6 0 14 16.9718265533447 "Center"
8 0 13 6.82438564300537 "North"
8 0 12 4.50666999816895 "South"
7 0 15 4.18784952163696 "North"
11 0 12 3.17564010620117 "North"
11 0 12 5.20578145980835 "North"
11 0 12 2.19635415077209 "Center"
9 0 13 4.38235759735107 "Center"
8 0 14 4.59333658218384 "Center"
11 0 12 4.59333658218384 "North"
12 0 10 6.43067121505737 "South"
6 0 12 3.91563129425049 "North"
12 0 9 3.06222438812256 "South"
6 0 14 5.83624219894409 "North"
9 0 10 7.34933853149414 "Center"
7 0 14 8.75796222686768 "North"
9 0 14 10.7956390380859 "South"
13 0 10 5.7903881072998 "South"
15 0 8 2.3885350227356 "North"
6 0 15 2.91256999969482 "South"
8 0 14 7.11306524276733 "North"
4 0 12 2.11308002471924 "Center"
10 0 12 7.47512197494507 "Center"
6 0 13 1.19054710865021 "North"
8 0 14 7.41269493103027 "South"
7 0 14 2.54777073860168 "South"
8 0 14 10.4640579223633 "North"
8 0 15 7.43099784851074 "North"
7 0 12 3.37602114677429 "North"
7 0 15 6.12444877624512 "South"
8 0 9 3.28423571586609 "Center"
9 0 13 6.73689365386963 "Center"
10 0 12 4.71207571029663 "North"
7 0 9 8.07483100891113 "Center"
10 0 10 4.35268354415894 "North"
10 0 12 15.3111219406128 "South"
6 0 14 2.32460832595825 "South"
8 0 14 7.19622755050659 "Center"
6 0 14 9.73787403106689 "North"
8 0 14 3.18471336364746 "South"
8 0 14 9.27586460113525 "North"
8 0 14 6.16215419769287 "Center"
12 0 10 5.78086709976196 "Center"
9 0 13 7.96178340911865 "Center"
11 0 11 4.64360857009888 "South"
7 0 14 2.76397490501404 "Center"
8 0 9 2.88109064102173 "North"
8 0 13 2.71733212471008 "North"
7 0 10 1.83662819862366 "North"
11 0 12 2.7560019493103 "Center"
10 0 12 4.55934572219849 "South"
7 0 12 3.03509593009949 "South"
8 0 12 3.98089170455933 "North"
6 0 15 6.12444877624512 "South"
7 0 14 12.8613424301147 "Center"
11 0 12 7.83929443359375 "North"
8 0 11 2.80344486236572 "South"
7 0 14 13.998740196228 "South"
8 0 14 2.91932058334351 "South"
6 0 15 10.4115629196167 "South"
8 0 14 5.52901649475098 "South"
9 0 13 4.40960311889648 "North"
10 0 12 4.89955902099609 "South"
7 0 15 5.67123937606812 "South"
7 0 11 4.13400316238403 "Center"
8 0 14 7.25171947479248 "Center"
9 0 14 8.95700645446777 "Center"
7 0 14 11.6364526748657 "North"
8 0 13 3.27645397186279 "South"
6 0 14 3.6307806968689 "North"
5 0 11 2.97116112709045 "North"
6 0 13 5.56409692764282 "North"
8 0 15 6.13517475128174 "South"
8 0 14 7.25171947479248 "Center"
7 0 15 14.6490955352783 "North"
7 0 14 10.3110008239746 "South"
9 0 14 5.51200389862061 "Center"
4 0 12 1.13620412349701 "South"
4 0 12 5.42848873138428 "North"
9 0 12 13.1781244277954 "South"
9 0 14 8.78945732116699 "Center"
10 0 12 6.02513360977173 "Center"
7 0 14 2.88470411300659 "Center"
9 0 14 4.94872903823853 "South"
11 0 12 5.72635984420776 "North"
8 0 15 4.89955902099609 "South"
10 0 12 3.98089170455933 "North"
7 0 14 7.83929443359375 "Center"
8 0 14 8.2796630859375 "North"
9 0 12 6.49941492080688 "Center"
5 0 12 1.72498941421509 "North"
8 0 13 4.89955902099609 "Center"
6 0 14 12.1322412490845 "Center"
11 0 12 3.12226796150208 "South"
13 0 9 5.39781951904297 "Center"
6 0 13 8.57422828674316 "Center"
7 0 13 6.43067121505737 "South"
6 0 13 7.00636959075928 "Center"
6 0 13 5.43466424942017 "North"
6 0 13 8.96231842041016 "South"
8 0 13 10.9789371490479 "North"
8 0 13 8.81920623779297 "Center"
8 0 13 3.23869156837463 "South"
10 0 12 5.6051869392395 "North"
9 0 13 7.1812162399292 "Center"
8 0 13 6.15560054779053 "South"
8 0 12 6.73689365386963 "Center"
6 0 13 7.87390518188477 "North"
9 0 12 5.5455207824707 "Center"
5 0 13 7.96178340911865 "North"
10 0 12 2.38734126091003 "Center"
7 0 12 3.06222438812256 "North"
6 0 13 1.06869578361511 "Center"
8 0 13 4.15216875076294 "North"
6 0 12 4.03128290176392 "Center"
10 0 12 5.6533374786377 "North"
4 0 12 16.47265625 "North"
8 0 10 1.59235668182373 "South"
10 0 12 4.2819676399231 "South"
3 0 13 9.47831344604492 "South"
6 0 12 1.74028050899506 "North"
9 0 13 3.36844682693481 "Center"
9 0 13 5.42686605453491 "North"
7 0 13 5.20578145980835 "South"
9 0 12 3.53366255760193 "Center"
7 0 13 9.18667316436768 "South"
6 0 11 1.85878217220306 "North"
9 0 12 1.30540800094604 "North"
11 0 11 3.81763744354248 "North"
8 0 13 4.40960311889648 "Center"
7 0 11 0.2123142182827 "Center"
7 0 15 8.71198177337646 "South"
7 0 12 4.0873327255249 "North"
6 0 13 5.66003561019897 "South"
9 0 12 8.57422828674316 "North"
8 0 12 2.6580810546875 "North"
8 0 12 2.44172978401184 "South"
9 0 12 7.29565811157227 "South"
6 0 14 7.96178340911865 "North"
8 0 12 1.59235668182373 "North"
8 0 13 7.19622755050659 "Center"
9 0 12 5.1681752204895 "South"
7 0 14 8.31517887115479 "Center"
6 0 12 3.05042910575867 "North"
10 0 12 1.39654552936554 "North"
9 0 12 2.82210564613342 "Center"
6 0 12 3.25877642631531 "Center"
9 0 12 5.51200389862061 "North"
8 0 12 4.74268579483032 "North"
9 0 12 5.7903881072998 "North"
4 0 14 9.85987281799316 "Center"
8 0 12 3.67466926574707 "North"
6 0 12 2.85766911506653 "North"
8 0 12 3.94391751289368 "South"
3 0 12 2.14820456504822 "North"
10 0 10 3.98089170455933 "North"
8 0 13 8.57422828674316 "North"
6 0 13 5.80789041519165 "Center"
7 0 13 4.32407188415527 "North"
2 0 13 6.73419570922852 "South"
5 0 9 1.19277656078339 "Center"
10 0 12 4.13400316238403 "North"
8 0 12 4.59333658218384 "Center"
11 0 10 12.1768455505371 "South"
7 0 13 7.43580150604248 "South"
8 0 13 6.83310127258301 "South"
10 0 12 8.91719722747803 "South"
9 0 12 8.28393650054932 "Center"
7 0 13 7.35190916061401 "North"
7 0 12 0.682438552379608 "Center"
7 0 12 3.70315504074097 "South"
6 0 12 5.85051202774048 "Center"
8 0 12 7.15130233764648 "North"
8 0 13 7.16158580780029 "South"
6 0 13 1.18537724018097 "South"
8 0 12 5.24066734313965 "South"
7 0 13 3.78093814849854 "South"
8 0 13 3.52659749984741 "Center"
6 0 13 7.6555609703064 "South"
6 0 13 4.80851030349731 "South"
8 0 13 5.33912086486816 "North"
7 0 13 3.74366307258606 "North"
9 0 12 4.47084760665894 "South"
10 0 12 5.72222375869751 "Center"
5 0 12 1.72925615310669 "Center"
7 0 12 1.33391141891479 "South"
9 0 12 3.34632563591003 "South"
8 0 12 4.98063659667969 "South"
9 0 13 5.66511535644531 "Center"
6 0 10 4.40960311889648 "South"
6 0 12 0.675706923007965 "South"
10 0 12 8.93033027648926 "Center"
9 0 12 3.11548042297363 "North"
10 0 12 6.08682441711426 "Center"
9 0 12 3.06222438812256 "North"
8 0 12 6.038733959198 "Center"
7 0 14 6.52253818511963 "Center"
9 0 13 5.20578145980835 "Center"
8 0 12 2.33312344551086 "South"
10 0 11 4.82114934921265 "North"
8 0 12 6.66567897796631 "Center"
9 0 13 5.27890348434448 "North"
9 0 13 5.63959646224976 "South"
10 0 12 6.80431079864502 "North"
7 0 12 5.51200389862061 "Center"
8 0 13 7.96178340911865 "Center"
6 0 14 12.5523614883423 "Center"
6 0 12 9.11018562316895 "North"
8 0 11 4.54959058761597 "Center"
9 0 12 6.2953634262085 "North"
8 0 12 6.17534446716309 "Center"
7 0 13 6.12444877624512 "North"
6 0 12 3.49968504905701 "South"
8 0 12 3.36650466918945 "South"
7 0 13 6.12230539321899 "South"
8 0 13 5.29809856414795 "Center"
9 0 12 4.31263256072998 "South"
8 0 13 5.07454347610474 "North"
6 0 12 3.82165598869324 "North"
6 0 13 6.27756023406982 "North"
8 0 12 8.72733974456787 "North"
7 0 13 5.26088333129883 "South"
7 0 13 10.9423484802246 "Center"
6 0 13 5.57324838638306 "North"
9 0 12 9.33021450042725 "South"
4 0 12 7.91410827636719 "North"
5 0 12 5.3895149230957 "Center"
9 0 12 2.90911316871643 "Center"
11 0 11 9.01333999633789 "North"
9 0 12 4.99270153045654 "Center"
3 0 12 2.24563121795654 "South"
9 0 12 3.36844682693481 "South"
8 0 13 7.34933853149414 "Center"
8 0 12 4.0589485168457 "Center"
8 0 11 3.02936148643494 "North"
5 0 12 2.44977951049805 "Center"
4 0 13 2.71865773200989 "South"
6 0 12 0.679823875427246 "South"
9 0 12 5.23708438873291 "North"
7 0 12 3.17903661727905 "South"
8 0 13 4.89955902099609 "Center"
6 0 8 0.0979911834001541 "Center"
7 0 12 2.5641815662384 "North"
8 0 13 11.3739767074585 "South"
8 0 13 5.70396423339844 "South"
7 0 13 8.00984287261963 "South"
11 0 9 0.908064901828766 "South"
8 0 13 7.40631008148193 "South"
8 0 13 2.83658671379089 "Center"
7 0 13 3.66761612892151 "Center"
7 0 12 2.98566889762878 "South"
9 0 12 4.65458106994629 "North"
8 0 12 2.78900790214539 "South"
10 0 12 2.10212111473083 "North"
8 0 12 4.09045743942261 "North"
6 0 14 8.64814376831055 "Center"
9 0 11 3.01709699630737 "North"
8 0 12 2.54777073860168 "South"
6 0 9 1.14506542682648 "North"
7 0 13 7.6555609703064 "Center"
11 0 11 7.07714080810547 "Center"
8 0 13 1.7498425245285 "South"
10 0 12 5.51200389862061 "North"
8 0 12 3.98089170455933 "Center"
6 0 12 4.0146689414978 "Center"
4 0 12 3.97055172920227 "North"
10 0 12 3.53857040405273 "South"
5 0 14 4.46265554428101 "Center"
7 0 13 6.12444877624512 "Center"
9 0 12 4.08826303482056 "Center"
7 0 12 1.7076210975647 "South"
6 0 13 6.73689365386963 "North"
3 0 13 0.594162940979004 "South"
4 0 12 1.45199692249298 "North"
6 0 13 9.79911804199219 "Center"
8 0 13 5.69716167449951 "Center"
9 0 12 16.7809906005859 "Center"
9 0 12 2.86266374588013 "Center"
8 0 14 5.7903881072998 "South"
7 0 13 7.50244998931885 "Center"
3 0 12 3.54983973503113 "South"
9 0 13 2.41469430923462 "South"
13 0 7 4.35516357421875 "South"
10 0 11 1.99543440341949 "Center"
9 0 12 1.1708505153656 "North"
8 0 13 7.34933853149414 "Center"
6 0 11 4.27048492431641 "Center"
6 0 9 2.65392780303955 "South"
6 0 12 3.35232996940613 "Center"
6 0 12 5.97133779525757 "North"
9 0 13 4.89955902099609 "Center"
8 0 13 1.63797557353973 "North"
8 0 13 5.97133779525757 "Center"
6 0 12 2.75222134590149 "North"
8 0 12 12.7868041992188 "Center"
5 0 12 3.36844682693481 "Center"
8 0 14 3.67466926574707 "North"
10 0 12 2.68329048156738 "North"
3 0 14 2.8951940536499 "Center"
4 0 12 11.207202911377 "South"
5 0 12 4.10401201248169 "South"
4 0 14 2.79816293716431 "South"
8 0 12 2.16387963294983 "Center"
10 0 12 3.05103397369385 "Center"
7 0 12 6.17129564285278 "North"
8 0 12 9.68325042724609 "South"
9 0 12 8.04927539825439 "North"
9 0 11 4.73602437973022 "South"
4 0 12 6.87348222732544 "North"
9 0 12 3.8277804851532 "South"
9 0 12 10.2940225601196 "North"
8 0 12 13.0878629684448 "North"
9 0 12 3.40666270256042 "Center"
6 0 13 5.27681541442871 "North"
5 0 12 4.54959058761597 "Center"
7 0 12 3.70315504074097 "Center"
9 0 12 3.58408260345459 "South"
5 0 9 5.35245943069458 "South"
8 0 12 4.54959058761597 "Center"
6 0 9 3.53857040405273 "North"
9 0 12 6.06612062454224 "North"
6 0 12 7.06405925750732 "South"
4 0 12 2.9034423828125 "Center"
7 0 12 8.33430099487305 "South"
5 0 12 1.99044585227966 "North"
8 0 11 5.51200389862061 "Center"
8 0 11 3.5125515460968 "North"
9 0 11 4.16462516784668 "North"
6 0 12 5.0246057510376 "Center"
9 0 12 5.51605987548828 "North"
8 0 12 5.97133779525757 "Center"
9 0 12 7.01478719711304 "North"
5 0 12 5.24541044235229 "South"
4 0 12 4.44022560119629 "North"
13 0 7 3.06222438812256 "Center"
6 0 12 6.56641912460327 "North"
6 0 12 7.38074588775635 "Center"
6 0 12 2.17551589012146 "North"
9 0 12 4.89955902099609 "North"
9 0 8 6.81111717224121 "Center"
8 0 12 3.98089170455933 "North"
6 0 11 6.43067121505737 "North"
5 0 11 3.37602114677429 "Center"
9 0 12 5.11102914810181 "South"
6 0 12 2.92175531387329 "Center"
8 0 12 7.34933853149414 "North"
7 0 12 10.1007699966431 "North"
8 0 12 6.50102663040161 "Center"
7 0 12 8.26800632476807 "South"
8 0 12 2.77736639976501 "Center"
9 0 12 5.80879974365234 "Center"
8 0 12 4.59333658218384 "North"
7 0 12 11.008885383606 "Center"
9 0 12 7.72859334945679 "North"
7 0 12 1.96103036403656 "North"
6 0 12 7.66445541381836 "South"
9 0 12 4.28628969192505 "North"
7 0 12 2.24803304672241 "North"
5 0 12 6.10244464874268 "South"
9 0 11 6.73689365386963 "South"
8 0 11 2.97850894927979 "North"
9 0 12 4.06213426589966 "Center"
6 0 12 5.51200389862061 "South"
6 0 12 5.70964527130127 "North"
5 0 13 6.41486549377441 "Center"
10 0 9 6.39003992080688 "North"
7 0 12 10.4115629196167 "South"
8 0 10 3.76375222206116 "North"
8 0 11 2.76131224632263 "North"
9 0 11 5.08800363540649 "South"
9 0 12 3.33477830886841 "Center"
10 0 8 2.8951940536499 "South"
4 0 11 2.51866602897644 "South"
8 0 12 4.06992101669312 "Center"
9 0 11 3.8277804851532 "South"
6 0 12 5.64915895462036 "Center"
6 0 12 5.81822633743286 "North"
6 0 12 2.29666829109192 "South"
11 0 10 3.98089170455933 "Center"
3 0 12 1.49283444881439 "South"
2 0 12 2.5683171749115 "South"
6 0 12 5.59539699554443 "North"
9 0 12 10.6157112121582 "North"
3 0 12 8.20468521118164 "Center"
6 0 12 1.22488975524902 "Center"
9 0 12 11.0059947967529 "South"
7 0 12 6.61481523513794 "South"
5 0 9 1.59768223762512 "Center"
9 0 12 7.16716337203979 "Center"
9 0 12 7.6555609703064 "North"
9 0 12 4.15139532089233 "North"
8 0 12 9.59837245941162 "South"
6 0 12 6.48617792129517 "South"
6 0 12 9.42222881317139 "South"
7 0 12 8.04405212402344 "South"
6 0 13 4.89955902099609 "South"
5 0 12 4.89955902099609 "North"
7 0 12 4.65849018096924 "South"
8 0 12 3.50920987129211 "Center"
5 0 11 1.84239614009857 "North"
8 0 12 3.06960320472717 "Center"
9 0 12 3.93478107452393 "Center"
7 0 12 3.06222438812256 "Center"
9 0 12 6.12444877624512 "North"
6 0 12 4.89955902099609 "Center"
9 0 12 5.35889291763306 "North"
8 0 12 6.2503719329834 "South"
6 0 12 3.98089170455933 "South"
8 0 12 5.86443376541138 "North"
9 0 11 4.63502883911133 "North"
5 0 12 1.61934578418732 "Center"
5 0 12 5.16440010070801 "North"
8 0 12 3.9282808303833 "South"
6 0 12 4.08670806884766 "South"
5 0 11 6.24453592300415 "Center"
9 0 11 4.50013828277588 "Center"
9 0 12 3.17433977127075 "South"
8 0 12 3.77051687240601 "North"
5 0 11 2.33027815818787 "North"
5 0 12 7.96178340911865 "North"
8 0 12 6.84884595870972 "Center"
9 0 12 5.14088296890259 "Center"
9 0 12 9.56780815124512 "South"
9 0 11 5.87043952941895 "Center"
8 0 12 3.91964721679688 "South"
7 0 12 7.6555609703064 "North"
9 0 12 6.73689365386963 "Center"
7 0 9 4.28711414337158 "North"
6 0 13 8.21046543121338 "Center"
10 0 11 2.64291572570801 "South"
8 0 12 3.67466926574707 "South"
7 0 12 0.689829587936401 "North"
8 0 12 1.82191836833954 "Center"
5 0 12 6.64940166473389 "South"
7 0 11 3.98089170455933 "Center"
6 0 12 2.50227475166321 "North"
8 0 11 1.48683905601501 "North"
7 0 11 4.09697246551514 "North"
9 0 11 7.29671812057495 "South"
9 0 11 4.21119117736816 "South"
5 0 13 8.36859035491943 "North"
9 0 11 3.15630650520325 "South"
9 0 12 4.71272325515747 "South"
8 0 12 3.52621626853943 "North"
7 0 12 4.70357656478882 "Center"
8 0 10 4.17045783996582 "Center"
9 0 12 4.83865308761597 "South"
3 0 11 2.4581835269928 "Center"
9 0 12 6.12444877624512 "South"
6 0 12 8.88045120239258 "South"
7 0 12 7.6555609703064 "Center"
8 0 11 5.20256567001343 "North"
6 0 12 3.1546688079834 "South"
5 0 12 3.41982650756836 "South"
9 0 12 4.88594150543213 "South"
9 0 12 0.51978999376297 "Center"
9 0 12 4.28711414337158 "North"
6 0 12 3.06222438812256 "Center"
6 0 13 4.69326162338257 "Center"
8 0 12 10.9246921539307 "North"
8 0 11 4.67685174942017 "North"
9 0 10 2.44977951049805 "South"
9 0 12 2.22929930686951 "South"
9 0 12 4.2099461555481 "North"
8 0 12 5.17175674438477 "South"
7 0 12 1.22086489200592 "South"
6 0 12 2.92008113861084 "North"
4 0 10 2.9098904132843 "South"
7 0 12 1.55895066261292 "North"
9 0 12 3.76889157295227 "North"
9 0 12 7.96178340911865 "South"
4 0 11 0.816593170166016 "Center"
7 0 12 3.9502694606781 "South"
6 0 10 2.17104244232178 "North"
7 0 12 4.45859861373901 "Center"
6 0 10 3.54868054389954 "North"
6 0 13 11.6364526748657 "South"
8 0 12 2.91558265686035 "Center"
5 0 11 2.3885350227356 "Center"
6 0 11 4.89955902099609 "Center"
4 0 12 7.04311609268188 "South"
6 0 12 4.38710498809814 "Center"
7 0 11 5.3078556060791 "Center"
9 0 12 5.89416933059692 "Center"
6 0 10 2.33068418502808 "North"
6 0 12 1.00702404975891 "Center"
9 0 12 6.36147499084473 "North"
10 0 11 6.05376625061035 "Center"
10 0 10 3.40115022659302 "South"
8 0 12 4.97611474990845 "South"
9 0 12 2.86624193191528 "South"
7 0 11 2.78117084503174 "South"
9 0 11 2.77938628196716 "Center"
5 0 13 3.14838576316833 "South"
10 0 10 3.67466926574707 "South"
8 0 12 8.88045120239258 "North"
9 0 12 4.89955902099609 "South"
8 0 12 0.281335115432739 "North"
9 0 12 7.55641317367554 "Center"
8 0 12 4.89955902099609 "Center"
5 0 12 2.28458642959595 "South"
9 0 12 2.82666873931885 "South"
8 0 13 6.01556968688965 "North"
5 0 13 4.50837135314941 "Center"
9 0 12 9.47734069824219 "South"
11 0 10 8.63651084899902 "North"
4 0 12 3.67466926574707 "North"
6 0 12 3.12226796150208 "South"
9 0 11 9.2007474899292 "South"
2 0 12 4.24410820007324 "Center"
9 0 12 2.51507472991943 "Center"
5 0 11 3.59230136871338 "Center"
5 0 12 4.7356333732605 "North"
6 0 12 3.87704229354858 "South"
8 0 11 6.04956483840942 "Center"
6 0 11 2.92399096488953 "North"
7 0 11 10.3930044174194 "South"
9 0 11 8.59367084503174 "Center"
8 0 11 7.31752347946167 "South"
7 0 10 7.16280555725098 "South"
7 0 12 6.76912784576416 "Center"
8 0 10 6.21959114074707 "Center"
7 0 11 11.3066749572754 "Center"
8 0 10 4.67935419082642 "North"
7 0 11 4.28743505477905 "South"
4 0 11 3.11311173439026 "North"
7 0 11 4.81074523925781 "North"
8 0 11 6.60795783996582 "North"
10 0 8 2.58302140235901 "Center"
6 0 11 12.0957860946655 "South"
6 0 8 1.44616794586182 "South"
4 0 11 7.96178340911865 "South"
6 0 11 5.58855962753296 "South"
8 0 11 5.21824932098389 "North"
8 0 10 3.21688222885132 "Center"
9 0 11 3.32915282249451 "Center"
3 0 11 3.06222438812256 "South"
9 0 11 4.27478313446045 "South"
9 0 11 4.74644804000854 "South"
8 0 11 6.34224557876587 "North"
7 0 10 1.83556962013245 "North"
7 0 11 5.59415054321289 "South"
5 0 12 2.92008113861084 "South"
6 0 11 7.04311609268188 "Center"
8 0 11 6.12444877624512 "North"
4 0 11 0.661758601665497 "Center"
9 0 11 6.12444877624512 "Center"
9 0 11 6.43067121505737 "North"
4 0 11 7.34933853149414 "North"
7 0 11 8.14694118499756 "North"
3 0 11 5.53632831573486 "North"
7 0 11 1.96581590175629 "South"
5 0 11 7.60528564453125 "North"
9 0 11 5.82680559158325 "South"
6 0 11 2.94880867004395 "North"
8 0 11 3.15318155288696 "South"
9 0 9 2.14355707168579 "Center"
7 0 12 10.7709684371948 "South"
6 0 11 3.14280915260315 "North"
4 0 10 5.12973976135254 "North"
9 0 11 5.45950841903687 "Center"
7 0 10 5.51200389862061 "Center"
5 0 10 8.38082504272461 "South"
8 0 11 7.11478519439697 "Center"
8 0 11 10.1053409576416 "South"
4 0 11 10.5654001235962 "South"
7 0 11 7.04311609268188 "Center"
7 0 11 6.29887914657593 "Center"
6 0 11 6.36942672729492 "North"
7 0 12 4.54959058761597 "Center"
7 0 11 6.11106109619141 "South"
6 0 11 7.7205171585083 "North"
8 0 10 1.65296542644501 "North"
7 0 11 3.72885894775391 "Center"
6 0 11 5.12423706054688 "South"
8 0 10 1.5519415140152 "North"
8 0 10 6.22788381576538 "Center"
6 0 10 3.67466926574707 "North"
7 0 11 4.27888536453247 "South"
8 0 11 5.78760433197021 "South"
9 0 10 4.38263320922852 "South"
6 0 11 2.35303664207458 "South"
8 0 11 3.36844682693481 "North"
8 0 10 3.98089170455933 "Center"
6 0 11 5.37504386901855 "South"
7 0 11 5.68698835372925 "Center"
9 0 11 5.97408294677734 "Center"
8 0 11 5.20578145980835 "South"
5 0 10 3.34012174606323 "North"
7 0 11 4.45859861373901 "Center"
4 0 10 2.89190769195557 "South"
8 0 11 3.67466926574707 "Center"
9 0 11 4.43233299255371 "Center"
5 0 11 2.89994406700134 "Center"
7 0 11 3.85720038414001 "Center"
6 0 11 7.41893434524536 "South"
5 0 11 6.73689365386963 "North"
8 0 12 4.1159462928772 "South"
7 0 11 8.35102653503418 "South"
7 0 11 11.9807958602905 "South"
9 0 11 5.32827043533325 "Center"
7 0 12 3.18471336364746 "South"
8 0 11 4.54959058761597 "South"
6 0 11 9.91467380523682 "Center"
4 0 11 2.56609988212585 "Center"
5 0 11 10.7812118530273 "South"
8 0 11 6.31417751312256 "North"
9 0 10 2.14355707168579 "North"
7 0 11 9.19471073150635 "Center"
9 0 11 2.9010546207428 "Center"
8 0 11 1.92313611507416 "Center"
3 0 11 5.20578145980835 "North"
8 0 11 0.551200389862061 "South"
4 0 11 5.39781951904297 "North"
9 0 11 10.7349891662598 "South"
8 0 11 5.60613059997559 "South"
7 0 10 3.06222438812256 "Center"
6 0 12 6.42786169052124 "North"
7 0 10 4.38135528564453 "Center"
8 0 11 6.98745584487915 "North"
7 0 10 5.17839574813843 "North"
4 0 11 4.08296585083008 "North"
8 0 11 3.74672150611877 "Center"
5 0 11 7.27588033676147 "South"
7 0 11 4.04202890396118 "North"
8 0 11 5.20578145980835 "North"
8 0 10 5.20578145980835 "Center"
9 0 11 8.24245357513428 "South"
5 0 10 2.27479529380798 "North"
7 0 11 3.81860113143921 "Center"
8 0 12 5.51077175140381 "Center"
8 0 9 3.60595440864563 "South"
9 0 11 4.66467809677124 "South"
9 0 11 4.99142599105835 "North"
5 0 11 3.06222438812256 "South"
4 0 11 8.40764331817627 "North"
9 0 10 8.88045120239258 "South"
9 0 10 7.04311609268188 "Center"
8 0 10 4.1539740562439 "North"
3 0 11 3.52406811714172 "North"
7 0 11 5.36090612411499 "South"
9 0 11 4.11225557327271 "Center"
8 0 11 8.58057498931885 "North"
6 0 10 7.49344301223755 "South"
7 0 11 4.51275157928467 "North"
4 0 11 3.45010614395142 "North"
9 0 11 4.3883843421936 "South"
9 0 11 2.48040175437927 "North"
7 0 11 6.30307865142822 "North"
6 0 11 3.8277804851532 "South"
6 0 11 3.46164488792419 "South"
9 0 10 3.95464396476746 "South"
8 0 11 8.53794002532959 "Center"
7 0 10 5.12057542800903 "Center"
8 0 10 2.14355707168579 "Center"
9 0 11 3.94799184799194 "North"
8 0 11 3.05341649055481 "Center"
7 0 10 4.64437389373779 "South"
8 0 11 2.2579448223114 "Center"
9 0 11 9.45285987854004 "Center"
8 0 10 6.6625804901123 "South"
7 0 11 10.1836767196655 "North"
7 0 10 5.91954135894775 "South"
4 0 11 2.16157007217407 "Center"
7 0 11 7.43719577789307 "South"
7 0 11 6.12444877624512 "South"
3 0 11 1.79758048057556 "Center"
8 0 11 2.82514905929565 "North"
6 0 11 10.1053409576416 "Center"
5 0 11 6.12444877624512 "Center"
6 0 11 6.95960092544556 "North"
8 0 11 7.99509620666504 "North"
5 0 11 6.89000511169434 "South"
8 0 11 5.81070518493652 "Center"
8 0 11 7.17641305923462 "South"
4 0 11 1.192138671875 "North"
2 0 11 3.89567375183105 "North"
8 0 12 3.28999304771423 "South"
6 0 11 3.87434720993042 "South"
8 0 11 4.26851654052734 "North"
6 0 11 6.11431217193604 "South"
9 0 10 3.9844491481781 "North"
8 0 11 8.77298355102539 "Center"
7 0 11 3.94725036621094 "North"
9 0 10 3.67466926574707 "Center"
8 0 11 2.44977951049805 "North"
6 0 11 3.36844682693481 "North"
6 0 11 3.81076812744141 "Center"
7 0 11 2.44977951049805 "South"
6 0 11 4.35951852798462 "Center"
5 0 11 2.24275588989258 "South"
7 0 10 4.59333658218384 "North"
9 0 11 6.09668064117432 "Center"
5 0 11 1.80632960796356 "South"
3 0 10 1.93012928962708 "South"
3 0 11 4.28436756134033 "North"
3 0 10 1.99044585227966 "South"
2 0 10 0.271328091621399 "North"
4 0 11 2.51689672470093 "North"
7 0 11 3.22502613067627 "North"
9 0 10 7.55029249191284 "South"
11 0 8 1.47647094726562 "South"
8 0 10 2.64762401580811 "South"
8 0 12 5.310950756073 "South"
8 0 12 3.06222438812256 "South"
9 0 11 4.13400316238403 "South"
5 0 11 6.49941492080688 "South"
7 0 11 2.94307160377502 "Center"
5 0 11 2.44977951049805 "North"
6 0 10 3.18906211853027 "North"
7 0 11 4.54959058761597 "Center"
5 0 10 4.67685174942017 "North"
6 0 11 4.3456130027771 "Center"
7 0 10 2.31615519523621 "North"
8 0 10 3.06222438812256 "North"
8 0 12 6.12444877624512 "North"
7 0 11 4.33786153793335 "North"
7 0 11 3.60533595085144 "South"
8 0 10 5.78803873062134 "North"
5 0 11 5.71052074432373 "North"
7 0 12 2.7560019493103 "North"
10 0 8 3.36024880409241 "Center"
9 0 11 7.27934503555298 "Center"
