"good" "purpose" "fico" "loan_amnt" "income"
"good" "debt_consolidation" 692 12000 58000
"good" "vacation_wedding" 662 10000 185000
"good" "debt_consolidation" 722 16000 52000
"bad" "home_improvement" 682 12000 48422
"good" "vacation_wedding" 702 4000 52800
"good" "home_improvement" 757 4800 65000
"good" "medical" 752 24000 60000
"good" "debt_consolidation" 692 20000 49000
"bad" "other" 702 1500 NA
"good" "debt_consolidation" 702 5100 NA
"good" "debt_consolidation" 682 3000 24000
"good" "debt_consolidation" 707 4200 NA
"good" "debt_consolidation" 697 14125 45000
"bad" "debt_consolidation" 682 5200 60000
"good" "vacation_wedding" 672 15000 75000
"good" "vacation_wedding" 702 4800 NA
"good" "other" 682 10000 146000
"good" "debt_consolidation" 737 16000 65000
"bad" "debt_consolidation" 787 5775 35554
"good" "vacation_wedding" 677 2800 55000
"good" "debt_consolidation" 697 17325 114000
"good" "debt_consolidation" 712 1450 NA
"good" "debt_consolidation" 742 16000 66996
"good" "other" 677 12800 NA
"good" "other" 747 1500 41004
"bad" "debt_consolidation" 682 5000 128000
"good" "debt_consolidation" 712 16000 83000
"good" "other" 787 15000 NA
"good" "debt_consolidation" 742 12000 155000
"good" "home_improvement" 702 5000 75000
"good" "debt_consolidation" 667 8000 42000
"good" "debt_consolidation" 677 35000 104000
"good" "debt_consolidation" 672 12600 55993.6
"good" "other" 742 8400 NA
"bad" "small_business" 727 22250 38400
"good" "home_improvement" 742 5100 NA
"good" "debt_consolidation" 697 6000 NA
"good" "debt_consolidation" 772 3250 30000
"good" "major_purchase" 697 13650 40000
"good" "other" 697 6500 NA
"good" "debt_consolidation" 762 25000 96000
"good" "debt_consolidation" 717 20000 73000
"good" "debt_consolidation" 722 23000 65000
"good" "major_purchase" 807 7000 NA
"good" "major_purchase" 792 5500 NA
"good" "debt_consolidation" 742 12000 61000
"good" "debt_consolidation" 722 6600 60000
"good" "other" 727 2300 64000
"good" "debt_consolidation" 662 13100 80000
"good" "home_improvement" 717 15000 52000
"good" "debt_consolidation" 707 10000 52000
"good" "home_improvement" 782 8000 120000
"good" "debt_consolidation" 727 16000 NA
"good" "debt_consolidation" 707 8000 NA
"good" "other" 727 10000 28800
"bad" "debt_consolidation" 757 16000 NA
"good" "debt_consolidation" 677 6000 105500
"good" "other" 767 10000 178548
"good" "other" 687 6000 78408
"good" "major_purchase" 712 3000 42000
"good" "small_business" 737 6000 NA
"good" "debt_consolidation" 682 8000 50400
"good" "debt_consolidation" 722 12000 50000
"bad" "major_purchase" 777 8450 16500
"good" "debt_consolidation" 737 10000 105000
"bad" "debt_consolidation" 672 7000 NA
"good" "other" 717 5000 51800
"good" "debt_consolidation" 757 6000 46500
"good" "small_business" 697 35000 90000
"good" "debt_consolidation" 677 6000 NA
"good" "debt_consolidation" 697 20000 49000
"good" "small_business" 727 2100 21600
"bad" "debt_consolidation" 682 18000 158899
"good" "debt_consolidation" 682 6075 45000
"bad" "small_business" 772 13700 63000
"good" "debt_consolidation" 702 6800 41600
"good" "debt_consolidation" 747 9000 27500
"good" "debt_consolidation" 742 9600 40000
"good" "other" 732 12000 39000
"good" "debt_consolidation" 757 23200 140000
"bad" "small_business" 727 35000 80000
"bad" "home_improvement" 722 9600 NA
"good" "other" 782 20000 87000
"bad" "small_business" 752 35000 70000
"good" "debt_consolidation" 737 16450 NA
"good" "vacation_wedding" 697 5000 38400
"good" "debt_consolidation" 722 20000 42000
"good" "home_improvement" 732 4000 NA
"bad" "debt_consolidation" 662 11200 67000
"good" "medical" 667 35000 214200
"good" "home_improvement" 762 8000 70000
"good" "other" 702 5600 62000
"good" "debt_consolidation" 717 10000 80000
"good" "small_business" 807 8350 NA
"good" "debt_consolidation" 662 14075 39000
"good" "debt_consolidation" 712 30000 123996
"good" "home_improvement" 712 6200 1e+05
"good" "debt_consolidation" 762 9000 NA
"good" "other" 707 2400 NA
"good" "other" 707 3600 98004
"good" "debt_consolidation" 687 10000 31200
"bad" "debt_consolidation" 782 12000 48000
"good" "debt_consolidation" 767 35000 1e+05
"bad" "debt_consolidation" 677 4500 NA
"good" "other" 677 15000 NA
"good" "vacation_wedding" 707 8000 NA
"good" "major_purchase" 767 5950 NA
"good" "debt_consolidation" 677 10000 NA
"bad" "other" 727 11500 40000
"good" "debt_consolidation" 687 18000 NA
"good" "major_purchase" 732 12000 NA
"good" "other" 702 1500 NA
"good" "other" 692 1000 NA
"good" "small_business" 772 35000 48712.44
"good" "debt_consolidation" 672 4000 NA
"good" "debt_consolidation" 732 7000 50000
"good" "debt_consolidation" 777 19150 NA
"good" "debt_consolidation" 727 9500 NA
"good" "other" 757 8000 NA
"good" "debt_consolidation" 692 9000 39600
"good" "debt_consolidation" 677 6000 109000
"good" "debt_consolidation" 662 14000 132000
"good" "debt_consolidation" 672 25000 120000
"good" "debt_consolidation" 697 25000 650000
"good" "debt_consolidation" 717 30000 74500
"good" "debt_consolidation" 797 12500 NA
"good" "debt_consolidation" 697 5500 NA
"good" "debt_consolidation" 737 8000 77500
"good" "debt_consolidation" 707 6400 80000
"good" "debt_consolidation" 737 13750 55000
"good" "debt_consolidation" 692 12000 78000
"good" "debt_consolidation" 692 7500 NA
"good" "debt_consolidation" 727 6000 NA
"good" "home_improvement" 682 10000 28932
"bad" "home_improvement" 687 21000 120000
"good" "debt_consolidation" 687 5000 99996
"good" "major_purchase" 662 5000 24000
"good" "home_improvement" 717 4800 90000
"good" "debt_consolidation" 722 5000 25000
"bad" "debt_consolidation" 677 8125 NA
"good" "major_purchase" 712 5000 60000
"good" "major_purchase" 802 6000 NA
"good" "major_purchase" 727 2400 38400
"good" "debt_consolidation" 717 20000 150000
"good" "major_purchase" 792 9000 93408
"good" "vacation_wedding" 702 14000 140400
"bad" "other" 692 5000 NA
"good" "vacation_wedding" 682 4800 NA
"good" "major_purchase" 742 9000 60000
"good" "debt_consolidation" 702 15500 38400
"good" "vacation_wedding" 662 1400 NA
"good" "debt_consolidation" 702 12000 105859
"good" "other" 692 1500 33000
"good" "debt_consolidation" 677 6225 33500
"good" "other" 722 16000 50000
"good" "debt_consolidation" 697 18000 70000
"good" "home_improvement" 762 4000 NA
"bad" "debt_consolidation" 732 16000 NA
"good" "other" 702 2800 48956
"good" "major_purchase" 767 25000 1e+05
"good" "other" 752 5000 NA
"good" "debt_consolidation" 697 12000 NA
"good" "other" 682 6000 NA
"good" "debt_consolidation" 687 7000 37800
"bad" "debt_consolidation" 702 20000 140004
"good" "debt_consolidation" 692 3500 22292
"good" "home_improvement" 797 12000 74700
"good" "debt_consolidation" 717 16000 55152
"good" "major_purchase" 712 14000 310000
"good" "debt_consolidation" 772 28000 84000
"bad" "debt_consolidation" 722 4800 38400
"good" "debt_consolidation" 677 7000 90000
"good" "debt_consolidation" 672 8325 33000
"good" "major_purchase" 752 5000 NA
"good" "debt_consolidation" 692 8250 20000
"good" "small_business" 662 10000 96000
"good" "medical" 722 5000 24000
"good" "debt_consolidation" 682 25000 51000
"good" "debt_consolidation" 717 3000 37000
"good" "debt_consolidation" 702 16200 53000
"good" "debt_consolidation" 687 6000 NA
"good" "debt_consolidation" 682 6000 60000
"bad" "debt_consolidation" 687 22000 60000
"good" "small_business" 692 18000 1e+05
"good" "debt_consolidation" 732 17000 81000
"good" "debt_consolidation" 677 2000 36108
"good" "debt_consolidation" 752 8600 NA
"bad" "home_improvement" 672 15000 NA
"good" "debt_consolidation" 732 24000 76000
"bad" "debt_consolidation" 682 21725 NA
"good" "debt_consolidation" 747 17000 51000
"good" "debt_consolidation" 692 28000 121400
"good" "debt_consolidation" 752 4000 NA
"good" "debt_consolidation" 712 3500 NA
"bad" "debt_consolidation" 717 16000 42000
"good" "small_business" 687 9725 NA
"bad" "other" 712 24000 201000
"bad" "debt_consolidation" 722 12000 70000
"good" "other" 722 7200 NA
"good" "debt_consolidation" 747 4800 NA
"bad" "other" 717 3500 36000
"good" "vacation_wedding" 707 9000 75000
"good" "debt_consolidation" 702 24000 90000
"good" "major_purchase" 682 4200 55000
"good" "major_purchase" 702 3500 NA
"good" "debt_consolidation" 762 22400 75912
"bad" "other" 762 7600 33996
"good" "home_improvement" 677 12000 73000
"bad" "debt_consolidation" 667 10000 175400
"good" "other" 787 10000 108288
"bad" "debt_consolidation" 677 35000 85000
"good" "major_purchase" 802 3500 NA
"good" "vacation_wedding" 702 7200 NA
"bad" "home_improvement" 787 14000 52000
"good" "small_business" 682 10000 NA
"bad" "debt_consolidation" 767 20000 75000
"good" "small_business" 777 23600 47220
"bad" "major_purchase" 692 35000 75000
"good" "debt_consolidation" 727 18575 56000
"good" "debt_consolidation" 692 8450 93080
"good" "debt_consolidation" 752 30000 102000
"good" "debt_consolidation" 727 6800 NA
"good" "other" 677 6400 51000
"good" "other" 682 3600 39996
"good" "home_improvement" 712 35000 1e+05
"bad" "other" 722 6000 NA
"good" "medical" 687 3600 43200
"good" "debt_consolidation" 737 14000 96000
"good" "home_improvement" 747 20000 54000
"good" "vacation_wedding" 747 18000 40000
"good" "debt_consolidation" 662 3000 74628
"good" "vacation_wedding" 742 4500 NA
"good" "home_improvement" 737 25200 80000
"good" "debt_consolidation" 712 10000 NA
"bad" "small_business" 702 14300 NA
"good" "debt_consolidation" 682 10000 73000
"good" "small_business" 752 15000 40000
"good" "debt_consolidation" 772 15000 97440
"good" "debt_consolidation" 677 12000 47000
"good" "other" 687 8400 NA
"good" "debt_consolidation" 662 1200 44000
"good" "other" 782 9175 50000
"good" "debt_consolidation" 687 21000 117516
"bad" "small_business" 667 3000 42000
"good" "small_business" 667 12000 76000
"good" "other" 697 4000 NA
"good" "debt_consolidation" 722 35000 130000
"good" "debt_consolidation" 677 1250 NA
"good" "home_improvement" 722 28000 48000
"good" "home_improvement" 772 26000 45000
"good" "debt_consolidation" 722 34000 75000
"good" "home_improvement" 722 13500 50004
"good" "debt_consolidation" 692 9000 NA
"bad" "small_business" 717 16000 NA
"bad" "major_purchase" 742 11900 NA
"good" "debt_consolidation" 752 9000 60000
"good" "home_improvement" 722 3000 24000
"bad" "major_purchase" 762 24575 43200
"bad" "other" 702 1500 60000
"good" "debt_consolidation" 722 10000 82800
"good" "debt_consolidation" 737 8725 72000
"good" "debt_consolidation" 667 5000 29000
"good" "debt_consolidation" 742 33425 80000
"good" "debt_consolidation" 752 20000 60000
"good" "debt_consolidation" 682 7000 NA
"good" "debt_consolidation" 742 12000 NA
"good" "other" 697 5600 52416
"bad" "home_improvement" 717 28000 120000
"good" "major_purchase" 677 3000 NA
"good" "other" 707 2650 NA
"good" "debt_consolidation" 667 20000 60000
"bad" "debt_consolidation" 697 16000 50000
"good" "debt_consolidation" 702 9250 NA
"good" "debt_consolidation" 732 24000 65004
"good" "home_improvement" 767 21850 28800
"good" "other" 687 6000 NA
"good" "debt_consolidation" 702 5600 NA
"bad" "debt_consolidation" 677 21000 150000
"good" "home_improvement" 687 4800 NA
"good" "debt_consolidation" 722 10000 NA
"good" "debt_consolidation" 697 6000 NA
"bad" "debt_consolidation" 792 12000 31800
"good" "debt_consolidation" 717 1000 NA
"good" "debt_consolidation" 682 5000 NA
"good" "major_purchase" 797 5000 NA
"bad" "debt_consolidation" 732 4800 NA
"good" "medical" 712 6400 65000
"good" "other" 732 4800 NA
"bad" "debt_consolidation" 742 25000 48000
"good" "debt_consolidation" 722 1775 NA
"good" "small_business" 802 25000 63000
"good" "debt_consolidation" 702 12000 NA
"good" "other" 807 5000 NA
"good" "debt_consolidation" 707 3975 NA
"good" "debt_consolidation" 667 4500 NA
"good" "home_improvement" 712 20000 94000
"good" "vacation_wedding" 702 12000 NA
"good" "debt_consolidation" 712 20000 95000
"bad" "debt_consolidation" 677 3500 22800
"good" "debt_consolidation" 722 15700 68000
"good" "other" 702 2000 35000
"good" "debt_consolidation" 697 5000 NA
"bad" "debt_consolidation" 712 16000 79000
"good" "debt_consolidation" 707 9000 NA
"good" "small_business" 702 11200 45000
"good" "debt_consolidation" 712 24000 127000
"good" "debt_consolidation" 712 1750 NA
"good" "debt_consolidation" 667 2400 18000
"bad" "debt_consolidation" 707 12000 NA
"good" "debt_consolidation" 687 16000 87000
"good" "debt_consolidation" 672 2800 NA
"good" "major_purchase" 742 25000 75600
"good" "debt_consolidation" 672 16050 70000
"good" "debt_consolidation" 762 5000 21000
"good" "debt_consolidation" 677 12000 NA
"good" "home_improvement" 797 10950 47908
"bad" "debt_consolidation" 682 10000 36000
"good" "other" 662 3000 55000
"good" "small_business" 787 12000 96000
"good" "other" 722 1500 NA
"good" "debt_consolidation" 712 6000 NA
"bad" "debt_consolidation" 742 26250 57120
"good" "debt_consolidation" 762 28000 1e+05
"good" "debt_consolidation" 807 10000 45000
"good" "home_improvement" 772 5600 NA
"good" "debt_consolidation" 682 4800 NA
"bad" "small_business" 752 8450 NA
"good" "debt_consolidation" 697 9000 62532
"good" "debt_consolidation" 677 24250 58000
"good" "major_purchase" 712 6800 68004
"bad" "debt_consolidation" 662 8000 84000
"good" "debt_consolidation" 732 5000 65000
"good" "debt_consolidation" 747 16000 44000
"good" "debt_consolidation" 757 15000 85000
"good" "debt_consolidation" 662 3600 NA
"good" "debt_consolidation" 772 15000 NA
"good" "debt_consolidation" 702 20000 NA
"good" "home_improvement" 717 5000 48000
"good" "major_purchase" 747 9600 60000
"good" "vacation_wedding" 742 4600 40000
"good" "major_purchase" 737 10625 62467
"good" "major_purchase" 787 4000 NA
"good" "other" 797 6000 70000
"good" "debt_consolidation" 697 8000 NA
"good" "debt_consolidation" 707 21000 NA
"bad" "major_purchase" 707 12200 42000
"good" "debt_consolidation" 722 15775 NA
"bad" "debt_consolidation" 682 18225 42000
"good" "debt_consolidation" 682 12000 30000
"bad" "other" 702 12000 NA
"good" "debt_consolidation" 697 10825 NA
"good" "other" 812 5000 40000
"good" "other" 682 5000 NA
"bad" "small_business" 672 25000 57000
"good" "major_purchase" 727 8000 NA
"good" "debt_consolidation" 667 15000 60000
"good" "debt_consolidation" 702 12000 NA
"good" "debt_consolidation" 672 5500 NA
"good" "home_improvement" 677 2500 90000
"good" "home_improvement" 757 4800 NA
"bad" "debt_consolidation" 687 13500 26500
"good" "debt_consolidation" 792 8500 NA
"good" "home_improvement" 702 4000 53400
"good" "home_improvement" 692 25000 95000
"good" "debt_consolidation" 692 3075 NA
"good" "debt_consolidation" 667 8000 NA
"good" "home_improvement" 757 13000 83200
"good" "debt_consolidation" 737 3600 NA
"good" "other" 757 4800 NA
"good" "small_business" 697 15000 55000
"good" "debt_consolidation" 732 25000 84000
"good" "debt_consolidation" 702 1600 60000
"good" "major_purchase" 777 14000 NA
"good" "debt_consolidation" 712 7500 NA
"good" "debt_consolidation" 697 1800 NA
"good" "debt_consolidation" 752 15000 69000
"good" "debt_consolidation" 672 6000 40000
"bad" "other" 727 7800 NA
"good" "debt_consolidation" 702 13000 NA
"bad" "debt_consolidation" 702 12000 NA
"good" "small_business" 672 5000 NA
"good" "debt_consolidation" 702 5000 NA
"good" "debt_consolidation" 742 14000 NA
"good" "home_improvement" 732 2000 50031
"bad" "small_business" 677 11000 51600
"good" "home_improvement" 792 29175 103000
"good" "major_purchase" 737 7200 NA
"bad" "debt_consolidation" 677 8500 59826
"good" "debt_consolidation" 677 2400 NA
"good" "debt_consolidation" 727 15500 80000
"good" "debt_consolidation" 697 14750 NA
"good" "debt_consolidation" 672 9800 145008
"good" "debt_consolidation" 712 14400 NA
"good" "other" 702 4200 NA
"good" "debt_consolidation" 722 35000 65000
"good" "home_improvement" 792 8000 NA
"good" "other" 722 4000 NA
"good" "debt_consolidation" 667 9000 NA
"good" "home_improvement" 677 19750 90000
"good" "debt_consolidation" 757 12000 120000
"bad" "debt_consolidation" 672 9600 74400
"good" "debt_consolidation" 667 5000 2e+05
"good" "home_improvement" 667 18000 340000
"good" "home_improvement" 807 20000 66000
"good" "debt_consolidation" 672 12000 65000
"good" "debt_consolidation" 717 30000 134000
"good" "medical" 732 2000 130000
"good" "debt_consolidation" 707 18225 50000
"bad" "debt_consolidation" 687 28200 56000
"good" "debt_consolidation" 732 9600 NA
"good" "small_business" 772 8400 NA
"good" "debt_consolidation" 707 3600 65000
"bad" "debt_consolidation" 722 28000 80000
"good" "debt_consolidation" 777 16075 NA
"bad" "debt_consolidation" 667 24000 125000
"bad" "debt_consolidation" 677 10000 40000
"good" "major_purchase" 752 6000 NA
"bad" "debt_consolidation" 692 5000 136886
"good" "debt_consolidation" 757 10000 65000
"good" "debt_consolidation" 727 12000 60000
"good" "other" 682 4800 71000
"bad" "debt_consolidation" 742 10500 NA
"good" "debt_consolidation" 732 18000 64000
"good" "debt_consolidation" 722 20700 33000
"good" "debt_consolidation" 662 10000 NA
"good" "small_business" 747 3600 NA
"good" "debt_consolidation" 752 29000 73000
"good" "major_purchase" 687 7500 78000
"good" "debt_consolidation" 692 6000 NA
"good" "debt_consolidation" 767 4000 NA
"good" "home_improvement" 747 16000 3e+05
"good" "debt_consolidation" 672 8000 64800
"good" "home_improvement" 712 35000 205000
"bad" "debt_consolidation" 667 6000 NA
"good" "debt_consolidation" 707 2500 NA
"good" "debt_consolidation" 662 6000 NA
"good" "other" 757 25000 49380
"good" "debt_consolidation" 697 6000 95000
"bad" "other" 702 30000 120000
"good" "small_business" 747 8000 NA
"good" "debt_consolidation" 697 3000 NA
"good" "debt_consolidation" 782 9800 140004
"good" "debt_consolidation" 667 19200 NA
"good" "debt_consolidation" 692 8000 NA
"good" "debt_consolidation" 702 15000 NA
"good" "home_improvement" 697 6150 NA
"good" "debt_consolidation" 662 7800 NA
"good" "debt_consolidation" 697 18000 48000
"good" "debt_consolidation" 707 13500 NA
"good" "debt_consolidation" 677 18225 68000
"good" "debt_consolidation" 742 35000 80000
"good" "debt_consolidation" 702 5500 NA
"good" "debt_consolidation" 737 35000 75000
"good" "debt_consolidation" 727 12000 NA
"good" "debt_consolidation" 727 20000 46000
"good" "debt_consolidation" 687 18000 46800
"good" "debt_consolidation" 737 7000 NA
"bad" "debt_consolidation" 682 15000 40000
"good" "debt_consolidation" 667 33950 180000
"bad" "other" 692 2875 NA
"bad" "other" 672 5400 18996
"good" "debt_consolidation" 687 18500 NA
"good" "debt_consolidation" 737 2000 NA
"good" "major_purchase" 807 7000 NA
"good" "home_improvement" 792 35000 85000
"good" "debt_consolidation" 677 6000 NA
"good" "debt_consolidation" 727 25200 90000
"good" "debt_consolidation" 682 11200 30809
"good" "debt_consolidation" 712 28000 2e+05
"good" "vacation_wedding" 727 21000 340000
"good" "debt_consolidation" 747 6000 NA
"good" "debt_consolidation" 692 21000 125000
"good" "debt_consolidation" 697 8000 35000
"good" "other" 682 8500 46500
"good" "debt_consolidation" 672 7800 43955.48
"good" "debt_consolidation" 687 18000 125000
"good" "major_purchase" 787 4000 50000
"good" "other" 707 9600 NA
"good" "debt_consolidation" 672 7600 80000
"good" "medical" 702 3000 62000
"good" "other" 707 1400 NA
"good" "home_improvement" 747 28000 260000
"good" "debt_consolidation" 712 8750 NA
"good" "home_improvement" 692 28000 95000
"good" "home_improvement" 772 16550 NA
"good" "home_improvement" 797 4000 NA
"good" "major_purchase" 702 5600 NA
"good" "debt_consolidation" 697 1700 NA
"good" "debt_consolidation" 722 5000 38400
"good" "medical" 732 3000 NA
"good" "other" 677 5000 60000
"bad" "debt_consolidation" 722 14500 55500
"good" "debt_consolidation" 672 12000 75000
"good" "other" 717 4000 NA
"bad" "small_business" 727 5000 NA
"good" "debt_consolidation" 667 7000 NA
"good" "major_purchase" 737 12000 84000
"good" "other" 662 3000 65000
"good" "debt_consolidation" 737 25000 143000
"good" "debt_consolidation" 662 24000 95000
"good" "debt_consolidation" 677 11000 90369
"good" "debt_consolidation" 737 4800 NA
"good" "debt_consolidation" 687 8000 86400
"good" "debt_consolidation" 707 15000 NA
"good" "debt_consolidation" 737 35000 95000
"good" "debt_consolidation" 687 30000 112260
"good" "home_improvement" 767 8325 106369
"good" "debt_consolidation" 662 10000 49000
"good" "debt_consolidation" 727 14000 65000
"good" "small_business" 797 35000 45000
"good" "major_purchase" 762 4800 NA
"good" "debt_consolidation" 752 15000 56000
"good" "home_improvement" 737 5050 NA
"good" "debt_consolidation" 782 12000 NA
"good" "debt_consolidation" 712 6000 NA
"good" "debt_consolidation" 682 10000 NA
"good" "debt_consolidation" 747 6000 NA
"good" "debt_consolidation" 737 6000 NA
"good" "debt_consolidation" 712 20000 52000
"good" "home_improvement" 702 9600 48000
"good" "debt_consolidation" 717 16000 NA
"good" "debt_consolidation" 772 12000 NA
"good" "major_purchase" 767 3000 NA
"bad" "other" 762 5000 NA
"good" "debt_consolidation" 667 6000 NA
"bad" "major_purchase" 667 6000 NA
"good" "debt_consolidation" 662 18000 NA
"good" "debt_consolidation" 682 10125 NA
"bad" "debt_consolidation" 677 3250 NA
"good" "major_purchase" 792 4800 NA
"good" "debt_consolidation" 752 2000 NA
"good" "major_purchase" 672 1000 NA
"good" "other" 747 1500 NA
"bad" "other" 737 12000 NA
"good" "other" 752 7200 NA
"bad" "debt_consolidation" 717 17000 72000
"good" "debt_consolidation" 672 21000 98000
"good" "debt_consolidation" 702 2050 NA
"good" "major_purchase" 727 8000 NA
"good" "debt_consolidation" 747 21500 NA
"good" "major_purchase" 712 10000 86000
"bad" "debt_consolidation" 722 12000 51600
"good" "debt_consolidation" 687 1800 NA
"good" "home_improvement" 742 7000 75000
"good" "debt_consolidation" 732 18000 80000
"bad" "major_purchase" 697 1275 65964
"good" "debt_consolidation" 777 28000 145000
"good" "vacation_wedding" 702 3000 36000
"good" "other" 742 8000 NA
"good" "small_business" 737 10800 52000
"good" "debt_consolidation" 717 12800 NA
"good" "debt_consolidation" 677 12500 NA
"good" "small_business" 717 12000 130000
"good" "major_purchase" 687 16000 32904
"good" "other" 767 4000 24000
"good" "major_purchase" 777 6000 NA
"good" "debt_consolidation" 722 19200 125000
"good" "major_purchase" 702 7000 NA
"good" "debt_consolidation" 712 6000 NA
"good" "home_improvement" 667 5000 NA
"good" "vacation_wedding" 682 12000 80000
"good" "debt_consolidation" 672 5600 45000
"good" "other" 757 4000 NA
"bad" "major_purchase" 737 7800 40560
"good" "debt_consolidation" 662 5300 36000
"good" "major_purchase" 677 2000 NA
"good" "medical" 692 7500 102000
"bad" "other" 682 5000 50000
"good" "debt_consolidation" 682 16000 NA
"good" "home_improvement" 662 10000 40000
"good" "major_purchase" 712 15000 101741
"good" "home_improvement" 677 4500 NA
"good" "other" 727 12000 210000
"good" "other" 702 7500 NA
"good" "debt_consolidation" 687 25000 69000
"good" "debt_consolidation" 727 24000 78000
"good" "debt_consolidation" 717 13300 NA
"good" "home_improvement" 682 12800 NA
"good" "debt_consolidation" 722 20000 60000
"good" "debt_consolidation" 737 20400 69218
"good" "debt_consolidation" 712 12000 64500
"bad" "other" 662 14000 50000
"good" "other" 757 15000 NA
"bad" "other" 692 3000 17652
"good" "debt_consolidation" 737 7000 NA
"good" "major_purchase" 807 20000 NA
"good" "major_purchase" 777 6000 NA
"good" "debt_consolidation" 732 25000 70000
"good" "debt_consolidation" 752 18500 NA
"good" "other" 717 6000 33000
"good" "other" 762 14000 89000
"good" "debt_consolidation" 667 10000 60000
"good" "debt_consolidation" 702 3650 NA
"good" "debt_consolidation" 672 6400 44000
"good" "debt_consolidation" 692 8450 NA
"good" "debt_consolidation" 702 20000 NA
"good" "debt_consolidation" 802 8000 NA
"bad" "debt_consolidation" 662 20000 60000
"good" "major_purchase" 672 6000 48000
"good" "debt_consolidation" 692 4800 NA
"good" "debt_consolidation" 782 10000 NA
"good" "home_improvement" 687 6000 NA
"good" "debt_consolidation" 752 22000 70000
"good" "debt_consolidation" 707 9000 NA
"good" "debt_consolidation" 677 11075 55000
"bad" "debt_consolidation" 762 20375 50000
"good" "vacation_wedding" 717 22500 92000
"good" "debt_consolidation" 667 12000 NA
"good" "other" 717 7200 42000
"bad" "small_business" 672 5000 50000
"good" "debt_consolidation" 722 23500 73000
"good" "major_purchase" 752 3000 66000
"good" "major_purchase" 662 2100 87000
"bad" "debt_consolidation" 682 1600 NA
"good" "other" 717 20000 NA
"good" "debt_consolidation" 707 14000 NA
"good" "debt_consolidation" 702 17950 113000
"good" "debt_consolidation" 752 18000 52000
"good" "home_improvement" 797 35000 140967
"good" "debt_consolidation" 667 9600 NA
"good" "vacation_wedding" 742 24250 1e+05
"good" "vacation_wedding" 687 7800 NA
"good" "home_improvement" 742 13000 NA
"good" "home_improvement" 707 2000 NA
"good" "home_improvement" 772 6000 60000
"good" "major_purchase" 767 10000 130000
"bad" "debt_consolidation" 677 10875 NA
"good" "debt_consolidation" 692 7875 55500
"bad" "other" 702 5000 35000
"good" "debt_consolidation" 737 12000 36000
"good" "debt_consolidation" 712 7600 28000
"good" "small_business" 672 7350 36000
"good" "debt_consolidation" 697 8000 NA
"good" "debt_consolidation" 762 15000 NA
"good" "small_business" 762 4000 NA
"bad" "other" 742 12175 27600
"good" "debt_consolidation" 737 4300 NA
"good" "other" 697 7000 51000
"good" "debt_consolidation" 747 16350 49200
"good" "other" 737 1500 NA
"good" "debt_consolidation" 752 26000 114000
"good" "debt_consolidation" 797 7000 NA
"good" "other" 797 20000 93000
"good" "debt_consolidation" 697 16500 50004
"good" "debt_consolidation" 732 4500 NA
"good" "vacation_wedding" 702 6400 30500
"bad" "debt_consolidation" 682 11725 NA
"good" "debt_consolidation" 687 20000 84000
"good" "debt_consolidation" 672 15000 50000
"good" "debt_consolidation" 687 25000 72400
"good" "debt_consolidation" 692 3000 90000
"good" "home_improvement" 722 4900 NA
"bad" "medical" 742 1000 NA
"bad" "debt_consolidation" 727 25000 60000
"good" "major_purchase" 752 3500 NA
"bad" "small_business" 662 18000 36000
"good" "home_improvement" 797 6500 NA
"good" "major_purchase" 727 3000 NA
"good" "other" 762 8000 NA
"good" "debt_consolidation" 742 10000 NA
"good" "home_improvement" 787 25000 85000
"good" "debt_consolidation" 712 10600 NA
"good" "debt_consolidation" 672 9000 72000
"good" "home_improvement" 782 10000 NA
"good" "major_purchase" 687 3200 31200
"bad" "vacation_wedding" 722 3200 NA
"good" "debt_consolidation" 727 9000 NA
"good" "debt_consolidation" 687 15000 NA
"good" "vacation_wedding" 722 10000 NA
"good" "debt_consolidation" 742 2275 65000
"good" "debt_consolidation" 707 8000 NA
"good" "major_purchase" 712 3925 NA
"good" "home_improvement" 667 5200 110000
"good" "debt_consolidation" 682 4600 24000
"good" "debt_consolidation" 717 7500 NA
"good" "home_improvement" 762 3000 48000
"good" "other" 782 15000 NA
"good" "debt_consolidation" 677 1200 NA
"good" "medical" 672 9500 75000
"good" "debt_consolidation" 702 22750 40000
"good" "debt_consolidation" 697 28000 58000
"bad" "debt_consolidation" 662 35000 120366.05
"bad" "home_improvement" 697 11375 NA
"good" "debt_consolidation" 717 10000 NA
"good" "debt_consolidation" 672 28200 62000
"good" "debt_consolidation" 727 10000 44000
"good" "debt_consolidation" 717 13075 87500
"good" "major_purchase" 767 4400 NA
"good" "home_improvement" 732 4275 NA
"good" "major_purchase" 722 2500 NA
"good" "debt_consolidation" 682 5000 NA
"good" "debt_consolidation" 727 9000 48000
"good" "debt_consolidation" 767 18325 159960
"bad" "home_improvement" 697 12000 NA
"good" "debt_consolidation" 712 6200 41600
"good" "home_improvement" 692 25000 68590
"good" "debt_consolidation" 697 2200 NA
"good" "debt_consolidation" 727 10000 50004
"bad" "debt_consolidation" 752 16000 32000
"good" "major_purchase" 762 6000 65000
"good" "major_purchase" 747 4500 NA
"good" "major_purchase" 697 5600 NA
"good" "debt_consolidation" 707 6000 NA
"good" "debt_consolidation" 717 17000 90000
"good" "major_purchase" 707 4000 39996
"good" "debt_consolidation" 662 7000 44000
"good" "debt_consolidation" 752 22000 59000
"good" "vacation_wedding" 707 5775 NA
